location,Bâle,Bâle,Bâle
lat,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653
variable,Temperature,Temperature,Temperature
unit,°C,°C,°C
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected
resolution,daily,daily,daily
aggregation,Maximum,Minimum,Mean
timestamp,Bâle Temperature [2 m elevation corrected],Bâle Temperature [2 m elevation corrected],Bâle Temperature [2 m elevation corrected]
20240122T0000,9.470245,0.9402454,6.4802456
20240123T0000,9.610246,6.750245,8.116078
20240124T0000,13.920245,10.160245,12.011077
20240125T0000,12.040245,9.530245,10.5064945
20240126T0000,11.630245,4.7402453,9.178579
20240127T0000,8.490246,0.070245415,3.5131624
20240128T0000,10.730246,0.070245415,3.5714953
20240129T0000,13.180245,1.0802454,5.2364955
20240130T0000,12.020246,1.9802454,6.166495
20240131T0000,12.760245,2.1402454,6.827745
20240201T0000,10.010245,6.5102453,8.609412
20240202T0000,11.200245,4.7002454,7.150661
20240203T0000,9.630245,3.3002453,5.885662
20240204T0000,9.390245,5.1602454,6.618995
20240205T0000,10.450245,3.1602454,6.0527444
20240206T0000,8.370246,2.4702454,5.510662
20240207T0000,11.470245,6.6002455,8.957328
20240208T0000,13.8102455,9.610246,10.885661
20240209T0000,13.120245,8.680245,10.560245
20240210T0000,11.960245,7.7002454,9.378996
20240211T0000,9.870245,6.020245,7.8727455
20240212T0000,9.710245,4.9502454,7.569828
20240213T0000,11.480246,2.3402452,6.1064954
20240214T0000,13.520246,3.7902455,8.89858
20240215T0000,14.670245,4.7202454,8.995245
20240216T0000,13.940246,8.430245,10.938161
20240217T0000,11.600245,8.420245,10.246913
20240218T0000,11.990245,5.5702453,8.655245
20240219T0000,11.860246,8.830245,9.876078
20240220T0000,11.260245,3.4602456,8.059829
20240221T0000,12.220245,2.0802455,7.946079
20240222T0000,12.930245,7.4702454,10.792328
20240223T0000,10.040245,3.6102452,6.6252446
20240224T0000,9.000245,1.5902454,5.271912
20240225T0000,11.960245,1.1002455,6.3477454
20240226T0000,13.030245,5.6002455,8.453578
20240227T0000,10.820246,4.6402454,7.9377446
20240228T0000,10.710245,5.3502455,7.595661
20240229T0000,11.520246,3.0502453,6.1656613
20240301T0000,9.8102455,3.8802452,6.738996
20240302T0000,14.030245,2.9002452,7.9798293
20240303T0000,13.3102455,5.3002453,8.773995
20240304T0000,9.230246,6.3102455,7.5381618
20240305T0000,10.090245,6.4302454,7.7194123
20240306T0000,8.610246,5.380245,6.4306626
20240307T0000,8.670245,1.3002454,6.102328
20240308T0000,11.390245,0.11024541,5.3460784
20240309T0000,14.510245,2.5702453,8.920245
20240310T0000,10.320246,5.3902454,7.9760776
20240311T0000,12.8102455,2.7002454,7.190661
20240312T0000,9.730246,5.1002455,7.6981616
20240313T0000,13.050245,6.8502455,9.663579
20240314T0000,17.930244,4.940245,10.342746
20240315T0000,16.410246,8.650246,12.148995
20240316T0000,14.040245,7.460245,11.067744
20240317T0000,13.160245,5.6802454,9.631495
20240318T0000,14.390245,8.780245,10.781911
20240319T0000,16.570246,6.360245,10.641496
20240320T0000,19.460245,3.9702454,11.043995
20240321T0000,19.200245,8.600245,13.701913
20240322T0000,20.280245,7.6402454,13.410245
20240323T0000,12.450245,5.110245,9.002745
20240324T0000,8.940246,4.5902452,6.3781624
20240325T0000,13.120245,1.5102453,7.39733
20240326T0000,17.270245,5.2402453,11.118579
20240327T0000,9.5602455,2.7902455,6.510662
20240328T0000,12.710245,2.0402455,7.1256623
20240329T0000,18.210245,5.6602454,11.279412
20240330T0000,15.070246,9.200245,11.478995
20240331T0000,16.770245,6.750245,11.369412
20240401T0000,12.070246,7.7402453,9.654412
20240402T0000,13.840245,5.020245,9.620662
20240403T0000,13.090245,4.9102454,10.098161
20240404T0000,17.130245,11.710245,13.878579
20240405T0000,22.950245,9.550245,16.145664
20240406T0000,27.600245,9.480246,17.607328
20240407T0000,24.370245,12.800245,17.98066
20240408T0000,25.740246,11.720245,18.813578
20240409T0000,18.450245,6.440245,10.995663
20240410T0000,12.630245,4.4502454,8.426079
20240411T0000,17.810246,3.5602455,10.717328
20240412T0000,21.860245,4.0702453,13.620664
20240413T0000,26.440245,6.960245,16.597328
20240414T0000,26.510244,10.800245,18.558994
20240415T0000,18.920246,7.860245,15.278163
20240416T0000,10.550245,5.940245,7.7064953
20240417T0000,9.500245,4.2502456,6.426495
20240418T0000,9.010245,3.1102452,5.751079
20240419T0000,7.8402452,3.0902452,6.106495
20240420T0000,8.990245,4.2102456,6.278162
20240421T0000,6.2402453,2.1902454,4.4952445
20240422T0000,7.170245,2.4402454,4.758579
20240423T0000,9.270246,1.4302454,5.3806624
20240424T0000,6.9902453,0.9502454,4.6023283
20240425T0000,10.530245,2.6802454,6.116913
20240426T0000,,,
20240427T0000,,,
20240428T0000,,,
20240429T0000,,,
20240430T0000,,,
20240501T0000,,,
20240502T0000,,,
20240503T0000,,,
